T  Ainit D Etat
51 7 0.04  2
51 7 0.05  2
51 7 0.06  2
51 7 0.07  2
51 7 0.08  2
51 7 0.09  2
51 7 0.1  2
51 8 0  1
51 8 0.01  1
51 8 0.02  1
51 8 0.03  2
51 8 0.04  2
51 8 0.05  2
51 8 0.06  2
51 8 0.07  2
51 8 0.08  2
51 8 0.09  2
51 8 0.1  2
51 9 0  1
51 9 0.01  1
51 9 0.02  1
51 9 0.03  2
51 9 0.04  2
51 9 0.05  2
51 9 0.06  2
51 9 0.07  2
51 9 0.08  2
51 9 0.09  2
51 9 0.1  2
51 10 0  1
51 10 0.01  1
51 10 0.02  1
51 10 0.03  2
51 10 0.04  2
51 10 0.05  2
51 10 0.06  2
51 10 0.07  2
51 10 0.08  2
51 10 0.09  2
51 10 0.1  2
51 11 0  1
51 11 0.01  1
51 11 0.02  1
51 11 0.03  2
51 11 0.04  2
51 11 0.05  2
51 11 0.06  2
51 11 0.07  2
51 11 0.08  2
51 11 0.09  2
51 11 0.1  2
51 12 0  1
51 12 0.01  1
51 12 0.02  1
51 12 0.03  2
51 12 0.04  2
51 12 0.05  2
51 12 0.06  2
51 12 0.07  2
51 12 0.08  2
51 12 0.09  2
51 12 0.1  2
51 13 0  1
51 13 0.01  1
51 13 0.02  1
51 13 0.03  2
51 13 0.04  2
51 13 0.05  2
51 13 0.06  2
51 13 0.07  2
51 13 0.08  2
51 13 0.09  2
51 13 0.1  2
51 14 0  1
51 14 0.01  1
51 14 0.02  1
51 14 0.03  2
51 14 0.04  2
51 14 0.05  2
51 14 0.06  2
51 14 0.07  2
51 14 0.08  2
51 14 0.09  2
51 14 0.1  2
51 15 0  1
51 15 0.01  1
51 15 0.02  1
51 15 0.03  2
51 15 0.04  2
51 15 0.05  2
51 15 0.06  2
51 15 0.07  2
51 15 0.08  2
51 15 0.09  2
51 15 0.1  2
51 16 0  1
51 16 0.01  1
51 16 0.02  2
51 16 0.03  2
51 16 0.04  2
51 16 0.05  2
51 16 0.06  2
51 16 0.07  2
51 16 0.08  2
51 16 0.09  2
51 16 0.1  2
51 17 0  1
51 17 0.01  1
51 17 0.02  1
51 17 0.03  2
51 17 0.04  2
51 17 0.05  2
51 17 0.06  2
51 17 0.07  2
51 17 0.08  2
51 17 0.09  2
51 17 0.1  2
51 18 0  1
51 18 0.01  1
51 18 0.02  1
51 18 0.03  2
51 18 0.04  2
51 18 0.05  2
51 18 0.06  2
51 18 0.07  2
51 18 0.08  2
51 18 0.09  2
51 18 0.1  2
51 19 0  1
51 19 0.01  1
51 19 0.02  1
51 19 0.03  2
51 19 0.04  2
51 19 0.05  2
51 19 0.06  2
51 19 0.07  2
51 19 0.08  2
51 19 0.09  2
51 19 0.1  2
51 20 0  1
51 20 0.01  1
51 20 0.02  1
51 20 0.03  2
51 20 0.04  2
51 20 0.05  2
51 20 0.06  2
51 20 0.07  2
51 20 0.08  2
51 20 0.09  2
51 20 0.1  2
51 21 0  1
51 21 0.01  1
51 21 0.02  2
51 21 0.03  2
51 21 0.04  2
51 21 0.05  2
51 21 0.06  2
51 21 0.07  2
51 21 0.08  2
51 21 0.09  2
51 21 0.1  2
51 22 0  1
51 22 0.01  1
51 22 0.02  1
51 22 0.03  2
51 22 0.04  2
51 22 0.05  2
51 22 0.06  2
51 22 0.07  2
51 22 0.08  2
51 22 0.09  2
51 22 0.1  2
51 23 0  1
51 23 0.01  1
51 23 0.02  2
51 23 0.03  2
51 23 0.04  2
51 23 0.05  2
51 23 0.06  2
51 23 0.07  2
51 23 0.08  2
51 23 0.09  2
51 23 0.1  2
51 24 0  1
51 24 0.01  1
51 24 0.02  1
51 24 0.03  2
51 24 0.04  2
51 24 0.05  2
51 24 0.06  2
51 24 0.07  2
51 24 0.08  2
51 24 0.09  2
51 24 0.1  2
51 25 0  1
51 25 0.01  1
51 25 0.02  1
51 25 0.03  2
51 25 0.04  2
51 25 0.05  2
51 25 0.06  2
51 25 0.07  2
51 25 0.08  2
51 25 0.09  2
51 25 0.1  2
51 26 0  1
51 26 0.01  1
51 26 0.02  2
51 26 0.03  2
51 26 0.04  2
51 26 0.05  2
51 26 0.06  2
51 26 0.07  2
51 26 0.08  2
51 26 0.09  2
51 26 0.1  2
51 27 0  1
51 27 0.01  1
51 27 0.02  1
51 27 0.03  2
51 27 0.04  2
51 27 0.05  2
51 27 0.06  2
51 27 0.07  2
51 27 0.08  2
51 27 0.09  2
51 27 0.1  2
51 28 0  1
51 28 0.01  1
51 28 0.02  1
51 28 0.03  2
51 28 0.04  2
51 28 0.05  2
51 28 0.06  2
51 28 0.07  2
51 28 0.08  2
51 28 0.09  2
51 28 0.1  2
51 29 0  1
51 29 0.01  1
51 29 0.02  1
51 29 0.03  2
51 29 0.04  2
51 29 0.05  2
51 29 0.06  2
51 29 0.07  2
51 29 0.08  2
51 29 0.09  2
51 29 0.1  2
51 30 0  1
51 30 0.01  1
51 30 0.02  1
51 30 0.03  2
51 30 0.04  2
51 30 0.05  2
51 30 0.06  2
51 30 0.07  2
51 30 0.08  2
51 30 0.09  2
51 30 0.1  2
51 31 0  1
51 31 0.01  1
51 31 0.02  1
51 31 0.03  2
51 31 0.04  2
51 31 0.05  2
51 31 0.06  2
51 31 0.07  2
51 31 0.08  2
51 31 0.09  2
51 31 0.1  2
51 32 0  1
51 32 0.01  1
51 32 0.02  1
51 32 0.03  2
51 32 0.04  2
51 32 0.05  2
51 32 0.06  2
51 32 0.07  2
51 32 0.08  2
51 32 0.09  2
51 32 0.1  2
51 33 0  1
51 33 0.01  1
51 33 0.02  1
51 33 0.03  2
51 33 0.04  2
51 33 0.05  2
51 33 0.06  2
51 33 0.07  2
51 33 0.08  2
51 33 0.09  2
51 33 0.1  2
51 34 0  1
51 34 0.01  1
51 34 0.02  1
51 34 0.03  2
51 34 0.04  2
51 34 0.05  2
51 34 0.06  2
51 34 0.07  2
51 34 0.08  2
51 34 0.09  2
51 34 0.1  2
51 35 0  1
51 35 0.01  1
51 35 0.02  1
51 35 0.03  2
51 35 0.04  2
51 35 0.05  2
51 35 0.06  2
51 35 0.07  2
51 35 0.08  2
51 35 0.09  2
51 35 0.1  2
51 36 0  1
51 36 0.01  1
51 36 0.02  1
51 36 0.03  2
51 36 0.04  2
51 36 0.05  2
51 36 0.06  2
51 36 0.07  2
51 36 0.08  2
51 36 0.09  2
51 36 0.1  2
51 37 0  1
51 37 0.01  1
51 37 0.02  1
51 37 0.03  2
51 37 0.04  2
51 37 0.05  2
51 37 0.06  2
51 37 0.07  2
51 37 0.08  2
51 37 0.09  2
51 37 0.1  2
51 38 0  1
51 38 0.01  1
51 38 0.02  1
51 38 0.03  2
51 38 0.04  2
51 38 0.05  2
51 38 0.06  2
51 38 0.07  2
51 38 0.08  2
51 38 0.09  2
51 38 0.1  2
51 39 0  1
51 39 0.01  1
51 39 0.02  1
51 39 0.03  2
51 39 0.04  2
51 39 0.05  2
51 39 0.06  2
51 39 0.07  2
51 39 0.08  2
51 39 0.09  2
51 39 0.1  2
51 40 0  1
51 40 0.01  1
51 40 0.02  1
51 40 0.03  2
51 40 0.04  2
51 40 0.05  2
51 40 0.06  2
51 40 0.07  2
51 40 0.08  2
51 40 0.09  2
51 40 0.1  2
51 41 0  1
51 41 0.01  1
51 41 0.02  1
51 41 0.03  2
51 41 0.04  2
51 41 0.05  2
51 41 0.06  2
51 41 0.07  2
51 41 0.08  2
51 41 0.09  2
51 41 0.1  2
51 42 0  1
51 42 0.01  1
51 42 0.02  1
51 42 0.03  2
51 42 0.04  2
51 42 0.05  2
51 42 0.06  2
51 42 0.07  2
51 42 0.08  2
51 42 0.09  2
51 42 0.1  2
51 43 0  1
51 43 0.01  1
51 43 0.02  1
51 43 0.03  2
51 43 0.04  2
51 43 0.05  2
51 43 0.06  2
51 43 0.07  2
51 43 0.08  2
51 43 0.09  2
51 43 0.1  2
51 44 0  1
51 44 0.01  1
51 44 0.02  1
51 44 0.03  2
51 44 0.04  2
51 44 0.05  2
51 44 0.06  2
51 44 0.07  2
51 44 0.08  2
51 44 0.09  2
51 44 0.1  2
51 45 0  1
51 45 0.01  1
51 45 0.02  1
51 45 0.03  2
51 45 0.04  2
51 45 0.05  2
51 45 0.06  2
51 45 0.07  2
51 45 0.08  2
51 45 0.09  2
51 45 0.1  2
51 46 0  1
51 46 0.01  1
51 46 0.02  1
51 46 0.03  2
51 46 0.04  2
51 46 0.05  2
51 46 0.06  2
51 46 0.07  2
51 46 0.08  2
51 46 0.09  2
51 46 0.1  2
51 47 0  1
51 47 0.01  1
51 47 0.02  1
51 47 0.03  2
51 47 0.04  2
51 47 0.05  2
51 47 0.06  2
51 47 0.07  2
51 47 0.08  2
51 47 0.09  2
51 47 0.1  2
51 48 0  1
51 48 0.01  1
51 48 0.02  1
51 48 0.03  2
51 48 0.04  2
51 48 0.05  2
51 48 0.06  2
51 48 0.07  2
51 48 0.08  2
51 48 0.09  2
51 48 0.1  2
51 49 0  1
51 49 0.01  1
51 49 0.02  1
51 49 0.03  2
51 49 0.04  2
51 49 0.05  2
51 49 0.06  2
51 49 0.07  2
51 49 0.08  2
51 49 0.09  2
51 49 0.1  2
51 50 0  1
51 50 0.01  1
51 50 0.02  1
51 50 0.03  2
51 50 0.04  2
51 50 0.05  2
51 50 0.06  2
51 50 0.07  2
51 50 0.08  2
51 50 0.09  2
51 50 0.1  2
56 0 0  0
56 0 0.01  0
56 0 0.02  0
56 0 0.03  0
56 0 0.04  0
56 0 0.05  0
56 0 0.06  0
56 0 0.07  0
56 0 0.08  0
56 0 0.09  0
56 0 0.1  0
56 1 0  1
56 1 0.01  1
56 1 0.02  2
56 1 0.03  2
56 1 0.04  2
56 1 0.05  2
56 1 0.06  2
56 1 0.07  2
56 1 0.08  2
56 1 0.09  2
56 1 0.1  2
56 2 0  1
56 2 0.01  1
56 2 0.02  2
56 2 0.03  2
56 2 0.04  2
56 2 0.05  2
56 2 0.06  2
56 2 0.07  2
56 2 0.08  2
56 2 0.09  2
56 2 0.1  2
56 3 0  1
56 3 0.01  1
56 3 0.02  2
56 3 0.03  2
56 3 0.04  2
56 3 0.05  2
56 3 0.06  2
56 3 0.07  2
56 3 0.08  2
56 3 0.09  2
56 3 0.1  2
56 4 0  1
56 4 0.01  1
56 4 0.02  2
56 4 0.03  2
56 4 0.04  2
56 4 0.05  2
56 4 0.06  2
56 4 0.07  2
56 4 0.08  2
56 4 0.09  2
56 4 0.1  2
56 5 0  1
56 5 0.01  1
56 5 0.02  2
56 5 0.03  2
56 5 0.04  2
56 5 0.05  2
56 5 0.06  2
56 5 0.07  2
56 5 0.08  2
56 5 0.09  2
56 5 0.1  2
56 6 0  1
56 6 0.01  1
56 6 0.02  2
56 6 0.03  2
56 6 0.04  2
56 6 0.05  2
56 6 0.06  2
56 6 0.07  2
56 6 0.08  2
56 6 0.09  2
56 6 0.1  2
56 7 0  1
56 7 0.01  1
56 7 0.02  2
56 7 0.03  2
56 7 0.04  2
56 7 0.05  2
56 7 0.06  2
56 7 0.07  2
56 7 0.08  2
56 7 0.09  2
56 7 0.1  2
56 8 0  1
56 8 0.01  1
56 8 0.02  2
56 8 0.03  2
56 8 0.04  2
56 8 0.05  2
56 8 0.06  2
56 8 0.07  2
56 8 0.08  2
56 8 0.09  2
56 8 0.1  2
56 9 0  1
56 9 0.01  1
56 9 0.02  2
56 9 0.03  2
56 9 0.04  2
56 9 0.05  2
56 9 0.06  2
56 9 0.07  2
56 9 0.08  2
56 9 0.09  2
56 9 0.1  2
56 10 0  1
56 10 0.01  1
56 10 0.02  2
56 10 0.03  2
56 10 0.04  2
56 10 0.05  2
56 10 0.06  2
56 10 0.07  2
56 10 0.08  2
56 10 0.09  2
56 10 0.1  2
56 11 0  1
56 11 0.01  1
56 11 0.02  2
56 11 0.03  2
56 11 0.04  2
56 11 0.05  2
56 11 0.06  2
56 11 0.07  2
56 11 0.08  2
56 11 0.09  2
56 11 0.1  2
56 12 0  1
56 12 0.01  1
56 12 0.02  2
56 12 0.03  2
56 12 0.04  2
56 12 0.05  2
56 12 0.06  2
56 12 0.07  2
56 12 0.08  2
56 12 0.09  2
56 12 0.1  2
56 13 0  1
56 13 0.01  1
56 13 0.02  2
56 13 0.03  2
56 13 0.04  2
56 13 0.05  2
56 13 0.06  2
56 13 0.07  2
56 13 0.08  2
56 13 0.09  2
56 13 0.1  2
56 14 0  1
56 14 0.01  1
56 14 0.02  2
56 14 0.03  2
56 14 0.04  2
56 14 0.05  2
56 14 0.06  2
56 14 0.07  2
56 14 0.08  2
56 14 0.09  2
56 14 0.1  2
56 15 0  1
56 15 0.01  1
56 15 0.02  2
56 15 0.03  2
56 15 0.04  2
56 15 0.05  2
56 15 0.06  2
56 15 0.07  2
56 15 0.08  2
56 15 0.09  2
56 15 0.1  2
56 16 0  1
56 16 0.01  1
56 16 0.02  2
56 16 0.03  2
56 16 0.04  2
56 16 0.05  2
56 16 0.06  2
56 16 0.07  2
56 16 0.08  2
56 16 0.09  2
56 16 0.1  2
56 17 0  1
56 17 0.01  1
56 17 0.02  2
56 17 0.03  2
56 17 0.04  2
56 17 0.05  2
56 17 0.06  2
56 17 0.07  2
56 17 0.08  2
56 17 0.09  2
56 17 0.1  2
56 18 0  1
56 18 0.01  1
56 18 0.02  2
56 18 0.03  2
56 18 0.04  2
56 18 0.05  2
56 18 0.06  2
56 18 0.07  2
56 18 0.08  2
56 18 0.09  2
56 18 0.1  2
56 19 0  1
56 19 0.01  1
56 19 0.02  2
56 19 0.03  2
56 19 0.04  2
56 19 0.05  2
56 19 0.06  2
56 19 0.07  2
56 19 0.08  2
56 19 0.09  2
56 19 0.1  2
56 20 0  1
56 20 0.01  1
56 20 0.02  2
56 20 0.03  2
56 20 0.04  2
56 20 0.05  2
56 20 0.06  2
56 20 0.07  2
56 20 0.08  2
56 20 0.09  2
56 20 0.1  2
56 21 0  1
56 21 0.01  1
56 21 0.02  2
56 21 0.03  2
56 21 0.04  2
56 21 0.05  2
56 21 0.06  2
56 21 0.07  2
56 21 0.08  2
56 21 0.09  2
56 21 0.1  2
56 22 0  1
56 22 0.01  1
56 22 0.02  2
56 22 0.03  2
56 22 0.04  2
56 22 0.05  2
56 22 0.06  2
56 22 0.07  2
56 22 0.08  2
56 22 0.09  2
56 22 0.1  2
56 23 0  1
56 23 0.01  1
56 23 0.02  2
56 23 0.03  2
56 23 0.04  2
56 23 0.05  2
56 23 0.06  2
56 23 0.07  2
56 23 0.08  2
56 23 0.09  2
56 23 0.1  2
56 24 0  1
56 24 0.01  1
56 24 0.02  2
56 24 0.03  2
56 24 0.04  2
56 24 0.05  2
56 24 0.06  2
56 24 0.07  2
56 24 0.08  2
56 24 0.09  2
56 24 0.1  2
56 25 0  1
56 25 0.01  1
56 25 0.02  2
56 25 0.03  2
56 25 0.04  2
56 25 0.05  2
56 25 0.06  2
56 25 0.07  2
56 25 0.08  2
56 25 0.09  2
56 25 0.1  2
56 26 0  1
56 26 0.01  1
56 26 0.02  2
56 26 0.03  2
56 26 0.04  2
56 26 0.05  2
56 26 0.06  2
56 26 0.07  2
56 26 0.08  2
56 26 0.09  2
56 26 0.1  2
56 27 0  1
56 27 0.01  1
56 27 0.02  2
56 27 0.03  2
56 27 0.04  2
56 27 0.05  2
56 27 0.06  2
56 27 0.07  2
56 27 0.08  2
56 27 0.09  2
56 27 0.1  2
56 28 0  1
56 28 0.01  1
56 28 0.02  2
56 28 0.03  2
56 28 0.04  2
56 28 0.05  2
56 28 0.06  2
56 28 0.07  2
56 28 0.08  2
56 28 0.09  2
56 28 0.1  2
56 29 0  1
56 29 0.01  1
56 29 0.02  2
56 29 0.03  2
56 29 0.04  2
56 29 0.05  2
56 29 0.06  2
56 29 0.07  2
56 29 0.08  2
56 29 0.09  2
56 29 0.1  2
56 30 0  1
56 30 0.01  1
56 30 0.02  2
56 30 0.03  2
56 30 0.04  2
56 30 0.05  2
56 30 0.06  2
56 30 0.07  2
56 30 0.08  2
56 30 0.09  2
56 30 0.1  2
56 31 0  1
56 31 0.01  1
56 31 0.02  2
56 31 0.03  2
56 31 0.04  2
56 31 0.05  2
56 31 0.06  2
56 31 0.07  2
56 31 0.08  2
56 31 0.09  2
56 31 0.1  2
56 32 0  1
56 32 0.01  1
56 32 0.02  2
56 32 0.03  2
56 32 0.04  2
56 32 0.05  2
56 32 0.06  2
56 32 0.07  2
56 32 0.08  2
56 32 0.09  2
56 32 0.1  2
56 33 0  1
56 33 0.01  1
56 33 0.02  2
56 33 0.03  2
56 33 0.04  2
56 33 0.05  2
56 33 0.06  2
56 33 0.07  2
56 33 0.08  2
56 33 0.09  2
56 33 0.1  2
56 34 0  1
56 34 0.01  1
56 34 0.02  2
56 34 0.03  2
56 34 0.04  2
56 34 0.05  2
56 34 0.06  2
56 34 0.07  2
56 34 0.08  2
56 34 0.09  2
56 34 0.1  2
56 35 0  1
56 35 0.01  1
56 35 0.02  2
56 35 0.03  2
56 35 0.04  2
56 35 0.05  2
56 35 0.06  2
56 35 0.07  2
56 35 0.08  2
56 35 0.09  2
56 35 0.1  2
56 36 0  1
56 36 0.01  1
56 36 0.02  2
56 36 0.03  2
56 36 0.04  2
56 36 0.05  2
56 36 0.06  2
56 36 0.07  2
56 36 0.08  2
56 36 0.09  2
56 36 0.1  2
56 37 0  1
56 37 0.01  1
56 37 0.02  2
56 37 0.03  2
56 37 0.04  2
56 37 0.05  2
56 37 0.06  2
56 37 0.07  2
56 37 0.08  2
56 37 0.09  2
56 37 0.1  2
56 38 0  1
56 38 0.01  1
56 38 0.02  2
56 38 0.03  2
56 38 0.04  2
56 38 0.05  2
56 38 0.06  2
56 38 0.07  2
56 38 0.08  2
56 38 0.09  2
56 38 0.1  2
56 39 0  1
56 39 0.01  1
56 39 0.02  2
56 39 0.03  2
56 39 0.04  2
56 39 0.05  2
56 39 0.06  2
56 39 0.07  2
56 39 0.08  2
56 39 0.09  2
56 39 0.1  2
56 40 0  1
56 40 0.01  1
56 40 0.02  2
56 40 0.03  2
56 40 0.04  2
56 40 0.05  2
56 40 0.06  2
56 40 0.07  2
56 40 0.08  2
56 40 0.09  2
56 40 0.1  2
56 41 0  1
56 41 0.01  1
56 41 0.02  2
56 41 0.03  2
56 41 0.04  2
56 41 0.05  2
56 41 0.06  2
56 41 0.07  2
56 41 0.08  2
56 41 0.09  2
56 41 0.1  2
56 42 0  1
56 42 0.01  1
56 42 0.02  2
56 42 0.03  2
56 42 0.04  2
56 42 0.05  2
56 42 0.06  2
56 42 0.07  2
56 42 0.08  2
56 42 0.09  2
56 42 0.1  2
56 43 0  1
56 43 0.01  1
56 43 0.02  2
56 43 0.03  2
56 43 0.04  2
56 43 0.05  2
56 43 0.06  2
56 43 0.07  2
56 43 0.08  2
56 43 0.09  2
56 43 0.1  2
56 44 0  1
56 44 0.01  1
56 44 0.02  2
56 44 0.03  2
56 44 0.04  2
56 44 0.05  2
56 44 0.06  2
56 44 0.07  2
56 44 0.08  2
56 44 0.09  2
56 44 0.1  2
56 45 0  1
56 45 0.01  1
56 45 0.02  2
56 45 0.03  2
56 45 0.04  2
56 45 0.05  2
56 45 0.06  2
56 45 0.07  2
56 45 0.08  2
56 45 0.09  2
56 45 0.1  2
56 46 0  1
56 46 0.01  1
56 46 0.02  2
56 46 0.03  2
56 46 0.04  2
56 46 0.05  2
56 46 0.06  2
56 46 0.07  2
56 46 0.08  2
56 46 0.09  2
56 46 0.1  2
56 47 0  1
56 47 0.01  1
56 47 0.02  2
56 47 0.03  2
56 47 0.04  2
56 47 0.05  2
56 47 0.06  2
56 47 0.07  2
56 47 0.08  2
56 47 0.09  2
56 47 0.1  2
56 48 0  1
56 48 0.01  1
56 48 0.02  2
56 48 0.03  2
56 48 0.04  2
56 48 0.05  2
56 48 0.06  2
56 48 0.07  2
56 48 0.08  2
56 48 0.09  2
56 48 0.1  2
56 49 0  1
56 49 0.01  1
56 49 0.02  2
56 49 0.03  2
56 49 0.04  2
56 49 0.05  2
56 49 0.06  2
56 49 0.07  2
56 49 0.08  2
56 49 0.09  2
56 49 0.1  2
56 50 0  1
56 50 0.01  1
56 50 0.02  1
56 50 0.03  2
56 50 0.04  2
56 50 0.05  2
56 50 0.06  2
56 50 0.07  2
56 50 0.08  2
56 50 0.09  2
56 50 0.1  2
61 0 0  0
61 0 0.01  0
61 0 0.02  0
61 0 0.03  0
61 0 0.04  0
61 0 0.05  0
61 0 0.06  0
61 0 0.07  0
61 0 0.08  0
61 0 0.09  0
61 0 0.1  0
61 1 0  1
61 1 0.01  1
61 1 0.02  2
61 1 0.03  2
61 1 0.04  2
61 1 0.05  2
61 1 0.06  2
61 1 0.07  2
61 1 0.08  2
61 1 0.09  2
61 1 0.1  2
61 2 0  1
61 2 0.01  1
61 2 0.02  2
61 2 0.03  2
61 2 0.04  2
61 2 0.05  2
61 2 0.06  2
61 2 0.07  2
61 2 0.08  2
61 2 0.09  2
61 2 0.1  2
61 3 0  1
61 3 0.01  1
61 3 0.02  2
61 3 0.03  2
61 3 0.04  2
61 3 0.05  2
61 3 0.06  2
61 3 0.07  2
61 3 0.08  2
61 3 0.09  2
61 3 0.1  2
61 4 0  1
61 4 0.01  1
61 4 0.02  2
61 4 0.03  2
61 4 0.04  2
61 4 0.05  2
61 4 0.06  2
61 4 0.07  2
61 4 0.08  2
61 4 0.09  2
61 4 0.1  2
61 5 0  1
61 5 0.01  1
61 5 0.02  2
61 5 0.03  2
61 5 0.04  2
61 5 0.05  2
61 5 0.06  2
61 5 0.07  2
61 5 0.08  2
61 5 0.09  2
61 5 0.1  2
61 6 0  1
61 6 0.01  1
61 6 0.02  2
61 6 0.03  2
61 6 0.04  2
61 6 0.05  2
61 6 0.06  2
61 6 0.07  2
61 6 0.08  2
61 6 0.09  2
61 6 0.1  2
61 7 0  1
61 7 0.01  1
61 7 0.02  2
61 7 0.03  2
61 7 0.04  2
61 7 0.05  2
61 7 0.06  2
61 7 0.07  2
61 7 0.08  2
61 7 0.09  2
61 7 0.1  2
61 8 0  1
61 8 0.01  1
61 8 0.02  2
61 8 0.03  2
61 8 0.04  2
61 8 0.05  2
61 8 0.06  2
61 8 0.07  2
61 8 0.08  2
61 8 0.09  2
61 8 0.1  2
61 9 0  1
61 9 0.01  1
61 9 0.02  2
61 9 0.03  2
61 9 0.04  2
61 9 0.05  2
61 9 0.06  2
61 9 0.07  2
61 9 0.08  2
61 9 0.09  2
61 9 0.1  2
61 10 0  1
61 10 0.01  1
61 10 0.02  2
61 10 0.03  2
61 10 0.04  2
61 10 0.05  2
61 10 0.06  2
61 10 0.07  2
61 10 0.08  2
61 10 0.09  2
61 10 0.1  2
61 11 0  1
61 11 0.01  1
61 11 0.02  2
61 11 0.03  2
61 11 0.04  2
61 11 0.05  2
61 11 0.06  2
61 11 0.07  2
61 11 0.08  2
61 11 0.09  2
61 11 0.1  2
61 12 0  1
61 12 0.01  1
61 12 0.02  2
61 12 0.03  2
61 12 0.04  2
61 12 0.05  2
61 12 0.06  2
61 12 0.07  2
61 12 0.08  2
61 12 0.09  2
61 12 0.1  2
61 13 0  1
61 13 0.01  1
61 13 0.02  2
61 13 0.03  2
61 13 0.04  2
61 13 0.05  2
61 13 0.06  2
61 13 0.07  2
61 13 0.08  2
61 13 0.09  2
61 13 0.1  2
61 14 0  1
61 14 0.01  1
61 14 0.02  2
61 14 0.03  2
61 14 0.04  2
61 14 0.05  2
61 14 0.06  2
61 14 0.07  2
61 14 0.08  2
61 14 0.09  2
61 14 0.1  2
61 15 0  1
61 15 0.01  2
61 15 0.02  2
61 15 0.03  2
61 15 0.04  2
61 15 0.05  2
61 15 0.06  2
61 15 0.07  2
61 15 0.08  2
61 15 0.09  2
61 15 0.1  2
61 16 0  1
61 16 0.01  1
61 16 0.02  2
61 16 0.03  2
61 16 0.04  2
61 16 0.05  2
61 16 0.06  2
61 16 0.07  2
61 16 0.08  2
61 16 0.09  2
61 16 0.1  2
61 17 0  1
61 17 0.01  1
61 17 0.02  2
61 17 0.03  2
61 17 0.04  2
61 17 0.05  2
61 17 0.06  2
61 17 0.07  2
61 17 0.08  2
61 17 0.09  2
61 17 0.1  2
61 18 0  1
61 18 0.01  1
61 18 0.02  2
61 18 0.03  2
61 18 0.04  2
61 18 0.05  2
61 18 0.06  2
61 18 0.07  2
61 18 0.08  2
61 18 0.09  2
61 18 0.1  2
61 19 0  1
61 19 0.01  1
61 19 0.02  2
61 19 0.03  2
61 19 0.04  2
61 19 0.05  2
61 19 0.06  2
61 19 0.07  2
61 19 0.08  2
61 19 0.09  2
61 19 0.1  2
61 20 0  1
61 20 0.01  1
61 20 0.02  2
61 20 0.03  2
61 20 0.04  2
61 20 0.05  2
61 20 0.06  2
61 20 0.07  2
61 20 0.08  2
61 20 0.09  2
61 20 0.1  2
61 21 0  1
61 21 0.01  1
61 21 0.02  2
61 21 0.03  2
61 21 0.04  2
61 21 0.05  2
61 21 0.06  2
61 21 0.07  2
61 21 0.08  2
61 21 0.09  2
61 21 0.1  2
61 22 0  1
61 22 0.01  1
61 22 0.02  2
61 22 0.03  2
61 22 0.04  2
61 22 0.05  2
61 22 0.06  2
61 22 0.07  2
61 22 0.08  2
61 22 0.09  2
61 22 0.1  2
61 23 0  1
61 23 0.01  1
61 23 0.02  2
61 23 0.03  2
61 23 0.04  2
61 23 0.05  2
61 23 0.06  2
61 23 0.07  2
61 23 0.08  2
61 23 0.09  2
61 23 0.1  2
61 24 0  1
61 24 0.01  2
61 24 0.02  2
61 24 0.03  2
61 24 0.04  2
61 24 0.05  2
61 24 0.06  2
61 24 0.07  2
61 24 0.08  2
61 24 0.09  2
61 24 0.1  2
61 25 0  1
61 25 0.01  1
61 25 0.02  2
61 25 0.03  2
61 25 0.04  2
61 25 0.05  2
61 25 0.06  2
61 25 0.07  2
61 25 0.08  2
61 25 0.09  2
61 25 0.1  2
61 26 0  1
61 26 0.01  1
61 26 0.02  2
61 26 0.03  2
61 26 0.04  2
61 26 0.05  2
61 26 0.06  2
61 26 0.07  2
61 26 0.08  2
61 26 0.09  2
61 26 0.1  2
61 27 0  1
61 27 0.01  1
61 27 0.02  2
61 27 0.03  2
61 27 0.04  2
61 27 0.05  2
61 27 0.06  2
61 27 0.07  2
61 27 0.08  2
61 27 0.09  2
61 27 0.1  2
61 28 0  1
61 28 0.01  1
61 28 0.02  2
61 28 0.03  2
61 28 0.04  2
61 28 0.05  2
61 28 0.06  2
61 28 0.07  2
61 28 0.08  2
61 28 0.09  2
61 28 0.1  2
61 29 0  1
61 29 0.01  1
61 29 0.02  2
61 29 0.03  2
61 29 0.04  2
61 29 0.05  2
61 29 0.06  2
61 29 0.07  2
61 29 0.08  2
61 29 0.09  2
61 29 0.1  2
61 30 0  1
61 30 0.01  1
61 30 0.02  2
61 30 0.03  2
61 30 0.04  2
61 30 0.05  2
61 30 0.06  2
61 30 0.07  2
61 30 0.08  2
61 30 0.09  2
61 30 0.1  2
61 31 0  1
61 31 0.01  1
61 31 0.02  2
61 31 0.03  2
61 31 0.04  2
61 31 0.05  2
61 31 0.06  2
61 31 0.07  2
61 31 0.08  2
61 31 0.09  2
61 31 0.1  2
61 32 0  1
61 32 0.01  1
61 32 0.02  2
61 32 0.03  2
61 32 0.04  2
61 32 0.05  2
61 32 0.06  2
61 32 0.07  2
61 32 0.08  2
61 32 0.09  2
61 32 0.1  2
61 33 0  1
61 33 0.01  1
61 33 0.02  2
61 33 0.03  2
61 33 0.04  2
61 33 0.05  2
61 33 0.06  2
61 33 0.07  2
61 33 0.08  2
61 33 0.09  2
61 33 0.1  2
61 34 0  1
61 34 0.01  1
61 34 0.02  2
61 34 0.03  2
61 34 0.04  2
61 34 0.05  2
61 34 0.06  2
61 34 0.07  2
61 34 0.08  2
